chain,number_of_1s_baselog10
9516,0.7782
9517,0.8451
9518,0.7782
9519,0.8451
9520,0.8451
9521,0.9031
9522,0.699
9523,0.7782
9524,0.7782
9525,0.8451
9526,0.7782
9527,0.8451
9528,0.8451
9529,0.9031
9530,0.7782
9531,0.8451
9532,0.8451
9533,0.9031
9534,0.8451
9535,0.9031
9536,0.9031
9537,0.9542
9538,0.6021
9539,0.699
9540,0.699
9541,0.7782
9542,0.699
9543,0.7782
9544,0.7782
9545,0.8451
9546,0.699
9547,0.7782
9548,0.7782
9549,0.8451
9550,0.7782
9551,0.8451
9552,0.8451
9553,0.9031
9554,0.699
9555,0.7782
9556,0.7782
9557,0.8451
9558,0.7782
9559,0.8451
9560,0.8451
9561,0.9031
9562,0.7782
9563,0.8451
9564,0.8451
9565,0.9031
9566,0.8451
9567,0.9031
9568,0.9031
9569,0.9542
9570,0.699
9571,0.7782
9572,0.7782
9573,0.8451
9574,0.7782
9575,0.8451
9576,0.8451
9577,0.9031
9578,0.7782
9579,0.8451
9580,0.8451
9581,0.9031
9582,0.8451
9583,0.9031
9584,0.9031
9585,0.9542
9586,0.7782
9587,0.8451
9588,0.8451
9589,0.9031
9590,0.8451
9591,0.9031
9592,0.9031
9593,0.9542
9594,0.8451
9595,0.9031
9596,0.9031
9597,0.9542
9598,0.9031
9599,0.9542
9600,0.9542
9601,1.0
9602,0.6021
9603,0.699
9604,0.699
9605,0.7782
9606,0.699
9607,0.7782
9608,0.7782
9609,0.8451
9610,0.699
9611,0.7782
9612,0.7782
9613,0.8451
9614,0.7782
9615,0.8451
9616,0.8451
9617,0.9031
9618,0.699
9619,0.7782
9620,0.7782
9621,0.8451
9622,0.7782
9623,0.8451
9624,0.8451
9625,0.9031
9626,0.7782
9627,0.8451
9628,0.8451
9629,0.9031
9630,0.8451
9631,0.9031
9632,0.9031
9633,0.9542
9634,0.699
9635,0.7782
9636,0.7782
9637,0.8451
9638,0.7782
9639,0.8451
9640,0.8451
9641,0.9031
9642,0.7782
9643,0.8451
9644,0.8451
9645,0.9031
9646,0.8451
9647,0.9031
9648,0.9031
9649,0.9542
9650,0.7782
9651,0.8451
9652,0.8451
9653,0.9031
9654,0.8451
9655,0.9031
9656,0.9031
9657,0.9542
9658,0.8451
9659,0.9031
9660,0.9031
9661,0.9542
9662,0.9031
9663,0.9542
9664,0.9542
9665,1.0
9666,0.699
9667,0.7782
9668,0.7782
9669,0.8451
9670,0.7782
9671,0.8451
9672,0.8451
9673,0.9031
9674,0.7782
9675,0.8451
9676,0.8451
9677,0.9031
9678,0.8451
9679,0.9031
9680,0.9031
9681,0.9542
9682,0.7782
9683,0.8451
9684,0.8451
9685,0.9031
9686,0.8451
9687,0.9031
9688,0.9031
9689,0.9542
9690,0.8451
9691,0.9031
9692,0.9031
9693,0.9542
9694,0.9031
9695,0.9542
9696,0.9542
9697,1.0
9698,0.7782
9699,0.8451
9700,0.8451
9701,0.9031
9702,0.8451
9703,0.9031
9704,0.9031
9705,0.9542
9706,0.8451
9707,0.9031
9708,0.9031
9709,0.9542
9710,0.9031
9711,0.9542
9712,0.9542
9713,1.0
9714,0.8451
9715,0.9031
9716,0.9031
9717,0.9542
9718,0.9031
9719,0.9542
9720,0.9542
9721,1.0
9722,0.9031
9723,0.9542
9724,0.9542
9725,1.0
9726,0.9542
9727,1.0
9728,1.0
9729,1.0414
9730,0.4771
9731,0.6021
9732,0.6021
9733,0.699
9734,0.6021
9735,0.699
9736,0.699
9737,0.7782
9738,0.6021
9739,0.699
9740,0.699
9741,0.7782
9742,0.699
9743,0.7782
9744,0.7782
9745,0.8451
9746,0.6021
9747,0.699
9748,0.699
9749,0.7782
9750,0.699
9751,0.7782
9752,0.7782
9753,0.8451
9754,0.699
9755,0.7782
9756,0.7782
9757,0.8451
9758,0.7782
9759,0.8451
9760,0.8451
9761,0.9031
9762,0.6021
9763,0.699
9764,0.699
9765,0.7782
9766,0.699
9767,0.7782
9768,0.7782
9769,0.8451
9770,0.699
9771,0.7782
9772,0.7782
9773,0.8451
9774,0.7782
9775,0.8451
9776,0.8451
9777,0.9031
9778,0.699
9779,0.7782
9780,0.7782
9781,0.8451
9782,0.7782
9783,0.8451
9784,0.8451
9785,0.9031
9786,0.7782
9787,0.8451
9788,0.8451
9789,0.9031
9790,0.8451
9791,0.9031
9792,0.9031
9793,0.9542
9794,0.6021
9795,0.699
9796,0.699
9797,0.7782
9798,0.699
9799,0.7782
9800,0.7782
9801,0.8451
9802,0.699
9803,0.7782
9804,0.7782
9805,0.8451
9806,0.7782
9807,0.8451
9808,0.8451
9809,0.9031
9810,0.699
9811,0.7782
9812,0.7782
9813,0.8451
9814,0.7782
9815,0.8451
9816,0.8451
9817,0.9031
9818,0.7782
9819,0.8451
9820,0.8451
9821,0.9031
9822,0.8451
9823,0.9031
9824,0.9031
9825,0.9542
9826,0.699
9827,0.7782
9828,0.7782
9829,0.8451
9830,0.7782
9831,0.8451
9832,0.8451
9833,0.9031
9834,0.7782
9835,0.8451
9836,0.8451
9837,0.9031
9838,0.8451
9839,0.9031
9840,0.9031
9841,0.9542
9842,0.7782
9843,0.8451
9844,0.8451
9845,0.9031
9846,0.8451
9847,0.9031
9848,0.9031
9849,0.9542
9850,0.8451
9851,0.9031
9852,0.9031
9853,0.9542
9854,0.9031
9855,0.9542
9856,0.9542
9857,1.0
9858,0.6021
9859,0.699
9860,0.699
9861,0.7782
9862,0.699
9863,0.7782
9864,0.7782
9865,0.8451
9866,0.699
9867,0.7782
9868,0.7782
9869,0.8451
9870,0.7782
9871,0.8451
9872,0.8451
9873,0.9031
9874,0.699
9875,0.7782
9876,0.7782
9877,0.8451
9878,0.7782
9879,0.8451
9880,0.8451
9881,0.9031
9882,0.7782
9883,0.8451
9884,0.8451
9885,0.9031
9886,0.8451
9887,0.9031
9888,0.9031
9889,0.9542
9890,0.699
9891,0.7782
9892,0.7782
9893,0.8451
9894,0.7782
9895,0.8451
9896,0.8451
9897,0.9031
9898,0.7782
9899,0.8451
9900,0.8451
9901,0.9031
9902,0.8451
9903,0.9031
9904,0.9031
9905,0.9542
9906,0.7782
9907,0.8451
9908,0.8451
9909,0.9031
9910,0.8451
9911,0.9031
9912,0.9031
9913,0.9542
9914,0.8451
9915,0.9031
9916,0.9031
9917,0.9542
9918,0.9031
9919,0.9542
9920,0.9542
9921,1.0
9922,0.699
9923,0.7782
9924,0.7782
9925,0.8451
9926,0.7782
9927,0.8451
9928,0.8451
9929,0.9031
9930,0.7782
9931,0.8451
9932,0.8451
9933,0.9031
9934,0.8451
9935,0.9031
9936,0.9031
9937,0.9542
9938,0.7782
9939,0.8451
9940,0.8451
9941,0.9031
9942,0.8451
9943,0.9031
9944,0.9031
9945,0.9542
9946,0.8451
9947,0.9031
9948,0.9031
9949,0.9542
9950,0.9031
9951,0.9542
9952,0.9542
9953,1.0
9954,0.7782
9955,0.8451
9956,0.8451
9957,0.9031
9958,0.8451
9959,0.9031
9960,0.9031
9961,0.9542
9962,0.8451
9963,0.9031
9964,0.9031
9965,0.9542
9966,0.9031
9967,0.9542
9968,0.9542
9969,1.0
9970,0.8451
9971,0.9031
9972,0.9031
9973,0.9542
9974,0.9031
9975,0.9542
9976,0.9542
9977,1.0
9978,0.9031
9979,0.9542
9980,0.9542
9981,1.0
9982,0.9542
9983,1.0
9984,1.0
9985,1.0414
9986,0.6021
9987,0.699
9988,0.699
9989,0.7782
9990,0.699
9991,0.7782
9992,0.7782
9993,0.8451
9994,0.699
9995,0.7782
9996,0.7782
9997,0.8451
9998,0.7782
9999,0.8451
10000,0.8451
10001,0.9031
10002,0.699
10003,0.7782
10004,0.7782
10005,0.8451
10006,0.7782
10007,0.8451
10008,0.8451
10009,0.9031
10010,0.7782
10011,0.8451
10012,0.8451
10013,0.9031
10014,0.8451
10015,0.9031
10016,0.9031
10017,0.9542
10018,0.699
10019,0.7782
10020,0.7782
10021,0.8451
10022,0.7782
10023,0.8451
10024,0.8451
10025,0.9031
10026,0.7782
10027,0.8451
10028,0.8451
10029,0.9031
10030,0.8451
10031,0.9031
10032,0.9031
10033,0.9542
10034,0.7782
10035,0.8451
10036,0.8451
10037,0.9031
10038,0.8451
10039,0.9031
10040,0.9031
10041,0.9542
10042,0.8451
10043,0.9031
10044,0.9031
10045,0.9542
10046,0.9031
10047,0.9542
10048,0.9542
10049,1.0
10050,0.699
10051,0.7782
10052,0.7782
10053,0.8451
10054,0.7782
10055,0.8451
10056,0.8451
10057,0.9031
10058,0.7782
10059,0.8451
10060,0.8451
10061,0.9031
10062,0.8451
10063,0.9031
10064,0.9031
10065,0.9542
10066,0.7782
10067,0.8451
10068,0.8451
10069,0.9031
10070,0.8451
10071,0.9031
10072,0.9031
10073,0.9542
10074,0.8451
10075,0.9031
10076,0.9031
10077,0.9542
10078,0.9031
10079,0.9542
10080,0.9542
10081,1.0
10082,0.7782
10083,0.8451
10084,0.8451
10085,0.9031
10086,0.8451
10087,0.9031
10088,0.9031
10089,0.9542
10090,0.8451
10091,0.9031
10092,0.9031
10093,0.9542
10094,0.9031
10095,0.9542
10096,0.9542
10097,1.0
10098,0.8451
10099,0.9031
10100,0.9031
10101,0.9542
10102,0.9031
10103,0.9542
10104,0.9542
10105,1.0
10106,0.9031
10107,0.9542
10108,0.9542
10109,1.0
10110,0.9542
10111,1.0
10112,1.0
10113,1.0414
10114,0.699
10115,0.7782
10116,0.7782
10117,0.8451
10118,0.7782
10119,0.8451
10120,0.8451
10121,0.9031
10122,0.7782
10123,0.8451
10124,0.8451
10125,0.9031
10126,0.8451
10127,0.9031
10128,0.9031
10129,0.9542
10130,0.7782
10131,0.8451
10132,0.8451
10133,0.9031
10134,0.8451
10135,0.9031
10136,0.9031
10137,0.9542
10138,0.8451
10139,0.9031
10140,0.9031
10141,0.9542
10142,0.9031
10143,0.9542
10144,0.9542
10145,1.0
10146,0.7782
10147,0.8451
10148,0.8451
10149,0.9031
10150,0.8451
10151,0.9031
10152,0.9031
10153,0.9542
10154,0.8451
10155,0.9031
10156,0.9031
10157,0.9542
10158,0.9031
10159,0.9542
10160,0.9542
10161,1.0
10162,0.8451
10163,0.9031
10164,0.9031
10165,0.9542
10166,0.9031
10167,0.9542
10168,0.9542
10169,1.0
10170,0.9031
10171,0.9542
10172,0.9542
10173,1.0
10174,0.9542
10175,1.0
10176,1.0
10177,1.0414
10178,0.7782
10179,0.8451
10180,0.8451
10181,0.9031
10182,0.8451
10183,0.9031
10184,0.9031
10185,0.9542
10186,0.8451
10187,0.9031
10188,0.9031
10189,0.9542
10190,0.9031
10191,0.9542
10192,0.9542
10193,1.0
10194,0.8451
10195,0.9031
10196,0.9031
10197,0.9542
10198,0.9031
10199,0.9542
10200,0.9542
10201,1.0
10202,0.9031
10203,0.9542
10204,0.9542
10205,1.0
10206,0.9542
10207,1.0
10208,1.0
10209,1.0414
10210,0.8451
10211,0.9031
10212,0.9031
10213,0.9542
10214,0.9031
10215,0.9542
10216,0.9542
10217,1.0
10218,0.9031
10219,0.9542
10220,0.9542
10221,1.0
10222,0.9542
10223,1.0
10224,1.0
10225,1.0414
10226,0.9031
10227,0.9542
10228,0.9542
10229,1.0
10230,0.9542
10231,1.0
10232,1.0
10233,1.0414
10234,0.9542
10235,1.0
10236,1.0
10237,1.0414
10238,1.0
10239,1.0414
10240,1.0414
10241,1.0792
10242,0.301
10243,0.4771
10244,0.4771
10245,0.6021
10246,0.4771
10247,0.6021
10248,0.6021
10249,0.699
10250,0.4771
10251,0.6021
10252,0.6021
10253,0.699
10254,0.6021
10255,0.699
10256,0.699
10257,0.7782
10258,0.4771
10259,0.6021
10260,0.6021
10261,0.699
10262,0.6021
10263,0.699
10264,0.699
10265,0.7782
10266,0.6021
10267,0.699
10268,0.699
10269,0.7782
10270,0.699
10271,0.7782
10272,0.7782
10273,0.8451
10274,0.4771
10275,0.6021
10276,0.6021
10277,0.699
10278,0.6021
10279,0.699
10280,0.699
10281,0.7782
10282,0.6021
10283,0.699
10284,0.699
10285,0.7782
10286,0.699
10287,0.7782
10288,0.7782
10289,0.8451
10290,0.6021
10291,0.699
10292,0.699
10293,0.7782
10294,0.699
10295,0.7782
10296,0.7782
10297,0.8451
10298,0.699
10299,0.7782
10300,0.7782
10301,0.8451
10302,0.7782
10303,0.8451
10304,0.8451
10305,0.9031
10306,0.4771
10307,0.6021
10308,0.6021
10309,0.699
10310,0.6021
10311,0.699
10312,0.699
10313,0.7782
10314,0.6021
10315,0.699
10316,0.699
10317,0.7782
10318,0.699
10319,0.7782
10320,0.7782
10321,0.8451
10322,0.6021
10323,0.699
10324,0.699
10325,0.7782
10326,0.699
10327,0.7782
10328,0.7782
10329,0.8451
10330,0.699
10331,0.7782
10332,0.7782
10333,0.8451
10334,0.7782
10335,0.8451
10336,0.8451
10337,0.9031
10338,0.6021
10339,0.699
10340,0.699
10341,0.7782
10342,0.699
10343,0.7782
10344,0.7782
10345,0.8451
10346,0.699
10347,0.7782
10348,0.7782
10349,0.8451
10350,0.7782
10351,0.8451
10352,0.8451
10353,0.9031
10354,0.699
10355,0.7782
10356,0.7782
10357,0.8451
10358,0.7782
10359,0.8451
10360,0.8451
10361,0.9031
10362,0.7782
10363,0.8451
10364,0.8451
10365,0.9031
10366,0.8451
10367,0.9031
10368,0.9031
10369,0.9542
10370,0.4771
10371,0.6021
10372,0.6021
10373,0.699
10374,0.6021
10375,0.699
10376,0.699
10377,0.7782
10378,0.6021
10379,0.699
10380,0.699
10381,0.7782
10382,0.699
10383,0.7782
10384,0.7782
10385,0.8451
10386,0.6021
10387,0.699
10388,0.699
10389,0.7782
10390,0.699
10391,0.7782
10392,0.7782
10393,0.8451
10394,0.699
10395,0.7782
10396,0.7782
10397,0.8451
10398,0.7782
10399,0.8451
10400,0.8451
10401,0.9031
10402,0.6021
10403,0.699
10404,0.699
10405,0.7782
10406,0.699
10407,0.7782
10408,0.7782
10409,0.8451
10410,0.699
10411,0.7782
10412,0.7782
10413,0.8451
10414,0.7782
10415,0.8451
10416,0.8451
10417,0.9031
10418,0.699
10419,0.7782
10420,0.7782
10421,0.8451
10422,0.7782
10423,0.8451
10424,0.8451
10425,0.9031
10426,0.7782
10427,0.8451
10428,0.8451
10429,0.9031
10430,0.8451
10431,0.9031
10432,0.9031
10433,0.9542
10434,0.6021
10435,0.699
10436,0.699
10437,0.7782
10438,0.699
10439,0.7782
10440,0.7782
10441,0.8451
10442,0.699
10443,0.7782
10444,0.7782
10445,0.8451
10446,0.7782
10447,0.8451
10448,0.8451
10449,0.9031
10450,0.699
10451,0.7782
10452,0.7782
10453,0.8451
10454,0.7782
10455,0.8451
10456,0.8451
10457,0.9031
10458,0.7782
10459,0.8451
10460,0.8451
10461,0.9031
10462,0.8451
10463,0.9031
10464,0.9031
10465,0.9542
10466,0.699
10467,0.7782
10468,0.7782
10469,0.8451
10470,0.7782
10471,0.8451
10472,0.8451
10473,0.9031
10474,0.7782
10475,0.8451
10476,0.8451
10477,0.9031
10478,0.8451
10479,0.9031
10480,0.9031
10481,0.9542
10482,0.7782
10483,0.8451
10484,0.8451
10485,0.9031
10486,0.8451
10487,0.9031
10488,0.9031
10489,0.9542
10490,0.8451
10491,0.9031
10492,0.9031
10493,0.9542
10494,0.9031
10495,0.9542
10496,0.9542
10497,1.0
10498,0.4771
10499,0.6021
10500,0.6021
10501,0.699
10502,0.6021
10503,0.699
10504,0.699
10505,0.7782
10506,0.6021
10507,0.699
10508,0.699
10509,0.7782
10510,0.699
10511,0.7782
10512,0.7782
10513,0.8451
10514,0.6021
10515,0.699
10516,0.699
10517,0.7782
10518,0.699
10519,0.7782
10520,0.7782
10521,0.8451
10522,0.699
10523,0.7782
10524,0.7782
10525,0.8451
10526,0.7782
10527,0.8451
10528,0.8451
10529,0.9031
10530,0.6021
10531,0.699
10532,0.699
10533,0.7782
10534,0.699
10535,0.7782
10536,0.7782
10537,0.8451
10538,0.699
10539,0.7782
10540,0.7782
10541,0.8451
10542,0.7782
10543,0.8451
10544,0.8451
10545,0.9031
10546,0.699
10547,0.7782
10548,0.7782
10549,0.8451
10550,0.7782
10551,0.8451
10552,0.8451
10553,0.9031
10554,0.7782
10555,0.8451
10556,0.8451
10557,0.9031
10558,0.8451
10559,0.9031
10560,0.9031
10561,0.9542
10562,0.6021
10563,0.699
10564,0.699
10565,0.7782
10566,0.699
10567,0.7782
10568,0.7782
10569,0.8451
10570,0.699
10571,0.7782
10572,0.7782
10573,0.8451
10574,0.7782
10575,0.8451
10576,0.8451
10577,0.9031
10578,0.699
10579,0.7782
10580,0.7782
10581,0.8451
10582,0.7782
10583,0.8451
10584,0.8451
10585,0.9031
10586,0.7782
10587,0.8451
10588,0.8451
10589,0.9031
10590,0.8451
10591,0.9031
10592,0.9031
10593,0.9542
10594,0.699
10595,0.7782
10596,0.7782
10597,0.8451
10598,0.7782
10599,0.8451
10600,0.8451
10601,0.9031
10602,0.7782
10603,0.8451
10604,0.8451
10605,0.9031
10606,0.8451
10607,0.9031
10608,0.9031
10609,0.9542
10610,0.7782
10611,0.8451
10612,0.8451
10613,0.9031
10614,0.8451
10615,0.9031
10616,0.9031
10617,0.9542
10618,0.8451
10619,0.9031
10620,0.9031
10621,0.9542
10622,0.9031
10623,0.9542
10624,0.9542
10625,1.0
10626,0.6021
10627,0.699
10628,0.699
10629,0.7782
10630,0.699
10631,0.7782
10632,0.7782
10633,0.8451
10634,0.699
10635,0.7782
10636,0.7782
10637,0.8451
10638,0.7782
10639,0.8451
10640,0.8451
10641,0.9031
10642,0.699
10643,0.7782
10644,0.7782
10645,0.8451
10646,0.7782
10647,0.8451
10648,0.8451
10649,0.9031
10650,0.7782
10651,0.8451
10652,0.8451
10653,0.9031
10654,0.8451
10655,0.9031
10656,0.9031
10657,0.9542
10658,0.699
10659,0.7782
10660,0.7782
10661,0.8451
10662,0.7782
10663,0.8451
10664,0.8451
10665,0.9031
10666,0.7782
10667,0.8451
10668,0.8451
10669,0.9031
10670,0.8451
10671,0.9031
10672,0.9031
10673,0.9542
10674,0.7782
10675,0.8451
10676,0.8451
10677,0.9031
10678,0.8451
10679,0.9031
10680,0.9031
10681,0.9542
10682,0.8451
10683,0.9031
10684,0.9031
10685,0.9542
10686,0.9031
10687,0.9542
10688,0.9542
10689,1.0
10690,0.699
10691,0.7782
10692,0.7782
10693,0.8451
10694,0.7782
10695,0.8451
10696,0.8451
10697,0.9031
10698,0.7782
10699,0.8451
10700,0.8451
10701,0.9031
10702,0.8451
10703,0.9031
10704,0.9031
10705,0.9542
10706,0.7782
10707,0.8451
10708,0.8451
10709,0.9031
10710,0.8451
10711,0.9031
10712,0.9031
10713,0.9542
10714,0.8451
10715,0.9031
10716,0.9031
10717,0.9542
10718,0.9031
10719,0.9542
10720,0.9542
10721,1.0
10722,0.7782
10723,0.8451
10724,0.8451
10725,0.9031
10726,0.8451
10727,0.9031
10728,0.9031
10729,0.9542
10730,0.8451
10731,0.9031
10732,0.9031
10733,0.9542
10734,0.9031
10735,0.9542
10736,0.9542
10737,1.0
10738,0.8451
10739,0.9031
10740,0.9031
10741,0.9542
10742,0.9031
10743,0.9542
10744,0.9542
10745,1.0
10746,0.9031
10747,0.9542
10748,0.9542
10749,1.0
10750,0.9542
10751,1.0
10752,1.0
10753,1.0414
10754,0.4771
10755,0.6021
10756,0.6021
10757,0.699
10758,0.6021
10759,0.699
10760,0.699
10761,0.7782
10762,0.6021
10763,0.699
10764,0.699
10765,0.7782
10766,0.699
10767,0.7782
10768,0.7782
10769,0.8451
10770,0.6021
10771,0.699
10772,0.699
10773,0.7782
10774,0.699
10775,0.7782
10776,0.7782
10777,0.8451
10778,0.699
10779,0.7782
10780,0.7782
10781,0.8451
10782,0.7782
10783,0.8451
10784,0.8451
10785,0.9031
10786,0.6021
10787,0.699
10788,0.699
10789,0.7782
10790,0.699
10791,0.7782
10792,0.7782
10793,0.8451
10794,0.699
10795,0.7782
10796,0.7782
10797,0.8451
10798,0.7782
10799,0.8451
10800,0.8451
10801,0.9031
10802,0.699
10803,0.7782
10804,0.7782
10805,0.8451
10806,0.7782
10807,0.8451
10808,0.8451
10809,0.9031
10810,0.7782
10811,0.8451
10812,0.8451
10813,0.9031
10814,0.8451
10815,0.9031
10816,0.9031
10817,0.9542
10818,0.6021
10819,0.699
10820,0.699
10821,0.7782
10822,0.699
10823,0.7782
10824,0.7782
10825,0.8451
10826,0.699
10827,0.7782
10828,0.7782
10829,0.8451
10830,0.7782
10831,0.8451
10832,0.8451
10833,0.9031
10834,0.699
10835,0.7782
10836,0.7782
10837,0.8451
10838,0.7782
10839,0.8451
10840,0.8451
10841,0.9031
10842,0.7782
10843,0.8451
10844,0.8451
10845,0.9031
10846,0.8451
10847,0.9031
10848,0.9031
10849,0.9542
10850,0.699
10851,0.7782
10852,0.7782
10853,0.8451
10854,0.7782
10855,0.8451
10856,0.8451
10857,0.9031
10858,0.7782
10859,0.8451
10860,0.8451
10861,0.9031
10862,0.8451
10863,0.9031
10864,0.9031
10865,0.9542
10866,0.7782
10867,0.8451
10868,0.8451
10869,0.9031
10870,0.8451
10871,0.9031
10872,0.9031
10873,0.9542
10874,0.8451
10875,0.9031
10876,0.9031
10877,0.9542
10878,0.9031
10879,0.9542
10880,0.9542
10881,1.0
10882,0.6021
10883,0.699
10884,0.699
10885,0.7782
10886,0.699
10887,0.7782
10888,0.7782
10889,0.8451
10890,0.699
10891,0.7782
10892,0.7782
10893,0.8451
10894,0.7782
10895,0.8451
10896,0.8451
10897,0.9031
10898,0.699
10899,0.7782
10900,0.7782
10901,0.8451
10902,0.7782
10903,0.8451
10904,0.8451
10905,0.9031
10906,0.7782
10907,0.8451
10908,0.8451
10909,0.9031
10910,0.8451
10911,0.9031
10912,0.9031
10913,0.9542
10914,0.699
10915,0.7782
10916,0.7782
10917,0.8451
10918,0.7782
10919,0.8451
10920,0.8451
10921,0.9031
10922,0.7782
10923,0.8451
10924,0.8451
10925,0.9031
10926,0.8451
10927,0.9031
10928,0.9031
10929,0.9542
10930,0.7782
10931,0.8451
10932,0.8451
10933,0.9031
10934,0.8451
10935,0.9031
10936,0.9031
10937,0.9542
10938,0.8451
10939,0.9031
10940,0.9031
10941,0.9542
10942,0.9031
10943,0.9542
10944,0.9542
10945,1.0
10946,0.699
10947,0.7782
10948,0.7782
10949,0.8451
10950,0.7782
10951,0.8451
10952,0.8451
10953,0.9031
10954,0.7782
10955,0.8451
10956,0.8451
10957,0.9031
10958,0.8451
10959,0.9031
10960,0.9031
10961,0.9542
10962,0.7782
10963,0.8451
10964,0.8451
10965,0.9031
10966,0.8451
10967,0.9031
10968,0.9031
10969,0.9542
10970,0.8451
10971,0.9031
10972,0.9031
10973,0.9542
10974,0.9031
10975,0.9542
10976,0.9542
10977,1.0
10978,0.7782
10979,0.8451
10980,0.8451
10981,0.9031
10982,0.8451
10983,0.9031
10984,0.9031
10985,0.9542
10986,0.8451
10987,0.9031
10988,0.9031
10989,0.9542
10990,0.9031
10991,0.9542
10992,0.9542
10993,1.0
10994,0.8451
10995,0.9031
10996,0.9031
10997,0.9542
10998,0.9031
10999,0.9542
11000,0.9542
11001,1.0
11002,0.9031
11003,0.9542
11004,0.9542
11005,1.0
11006,0.9542
11007,1.0
11008,1.0
11009,1.0414
11010,0.6021
11011,0.699
11012,0.699
11013,0.7782
11014,0.699
11015,0.7782
11016,0.7782
11017,0.8451
11018,0.699
11019,0.7782
11020,0.7782
11021,0.8451
11022,0.7782
11023,0.8451
11024,0.8451
11025,0.9031
11026,0.699
11027,0.7782
11028,0.7782
11029,0.8451
11030,0.7782
11031,0.8451
11032,0.8451
11033,0.9031
11034,0.7782
11035,0.8451
11036,0.8451
11037,0.9031
11038,0.8451
11039,0.9031
11040,0.9031
11041,0.9542
11042,0.699
11043,0.7782
11044,0.7782
11045,0.8451
11046,0.7782
11047,0.8451
11048,0.8451
11049,0.9031
11050,0.7782
11051,0.8451
11052,0.8451
11053,0.9031
11054,0.8451
11055,0.9031
11056,0.9031
11057,0.9542
11058,0.7782
11059,0.8451
11060,0.8451
11061,0.9031
11062,0.8451
11063,0.9031
11064,0.9031
11065,0.9542
11066,0.8451
11067,0.9031
11068,0.9031
11069,0.9542
11070,0.9031
11071,0.9542
11072,0.9542
11073,1.0
11074,0.699
11075,0.7782
11076,0.7782
11077,0.8451
11078,0.7782
11079,0.8451
11080,0.8451
11081,0.9031
11082,0.7782
11083,0.8451
11084,0.8451
11085,0.9031
11086,0.8451
11087,0.9031
11088,0.9031
11089,0.9542
11090,0.7782
11091,0.8451
11092,0.8451
11093,0.9031
11094,0.8451
11095,0.9031
11096,0.9031
11097,0.9542
11098,0.8451
11099,0.9031
11100,0.9031
11101,0.9542
11102,0.9031
11103,0.9542
11104,0.9542
11105,1.0
11106,0.7782
11107,0.8451
11108,0.8451
11109,0.9031
11110,0.8451
11111,0.9031
11112,0.9031
11113,0.9542
11114,0.8451
11115,0.9031
11116,0.9031
11117,0.9542
11118,0.9031
11119,0.9542
11120,0.9542
11121,1.0
11122,0.8451
11123,0.9031
11124,0.9031
11125,0.9542
11126,0.9031
11127,0.9542
11128,0.9542
11129,1.0
11130,0.9031
11131,0.9542
11132,0.9542
11133,1.0
11134,0.9542
11135,1.0
11136,1.0
11137,1.0414
11138,0.699
11139,0.7782
11140,0.7782
11141,0.8451
11142,0.7782
11143,0.8451
11144,0.8451
11145,0.9031
11146,0.7782
11147,0.8451
11148,0.8451
11149,0.9031
11150,0.8451
11151,0.9031
11152,0.9031
11153,0.9542
11154,0.7782
11155,0.8451
11156,0.8451
11157,0.9031
11158,0.8451
11159,0.9031
11160,0.9031
11161,0.9542
11162,0.8451
11163,0.9031
11164,0.9031
11165,0.9542
11166,0.9031
11167,0.9542
11168,0.9542
11169,1.0
11170,0.7782
11171,0.8451
11172,0.8451
11173,0.9031
11174,0.8451
11175,0.9031
11176,0.9031
11177,0.9542
11178,0.8451
11179,0.9031
11180,0.9031
11181,0.9542
11182,0.9031
11183,0.9542
11184,0.9542
11185,1.0
11186,0.8451
11187,0.9031
11188,0.9031
11189,0.9542
11190,0.9031
11191,0.9542
11192,0.9542
11193,1.0
11194,0.9031
11195,0.9542
11196,0.9542
11197,1.0
11198,0.9542
11199,1.0
11200,1.0
11201,1.0414
11202,0.7782
11203,0.8451
11204,0.8451
11205,0.9031
11206,0.8451
11207,0.9031
11208,0.9031
11209,0.9542
11210,0.8451
11211,0.9031
11212,0.9031
11213,0.9542
11214,0.9031
11215,0.9542
11216,0.9542
11217,1.0
11218,0.8451
11219,0.9031
11220,0.9031
11221,0.9542
11222,0.9031
11223,0.9542
11224,0.9542
11225,1.0
11226,0.9031
11227,0.9542
11228,0.9542
11229,1.0
11230,0.9542
11231,1.0
11232,1.0
11233,1.0414
11234,0.8451
11235,0.9031
11236,0.9031
11237,0.9542
11238,0.9031
11239,0.9542
11240,0.9542
11241,1.0
11242,0.9031
11243,0.9542
11244,0.9542
11245,1.0
11246,0.9542
11247,1.0
11248,1.0
11249,1.0414
11250,0.9031
11251,0.9542
11252,0.9542
11253,1.0
11254,0.9542
11255,1.0
11256,1.0
11257,1.0414
11258,0.9542
11259,1.0
11260,1.0
11261,1.0414
11262,1.0
11263,1.0414
11264,1.0414
11265,1.0792
11266,0.4771
11267,0.6021
11268,0.6021
11269,0.699
11270,0.6021
11271,0.699
11272,0.699
11273,0.7782
11274,0.6021
11275,0.699
11276,0.699
11277,0.7782
11278,0.699
11279,0.7782
11280,0.7782
11281,0.8451
11282,0.6021
11283,0.699
11284,0.699
11285,0.7782
11286,0.699
11287,0.7782
11288,0.7782
11289,0.8451
11290,0.699
11291,0.7782
11292,0.7782
11293,0.8451
11294,0.7782
11295,0.8451
11296,0.8451
